SensorName,Value
Sensor_72473,33.19
Sensor_36492,49.9
Sensor_87518,65.44
Sensor_84308,27.17
Sensor_59835,60.67
Sensor_61038,49.6
Sensor_54117,88.97
Sensor_87670,37.25
Sensor_17168,60.02
Sensor_29625,20.97
Sensor_67328,27.99
Sensor_70849,44.2
Sensor_69570,50.78
Sensor_28002,14.61
Sensor_20558,79.45
Sensor_83058,61.55
Sensor_27499,74.48
Sensor_17204,52.37
Sensor_49117,13.67
Sensor_22377,71.65
Sensor_46285,55.06
Sensor_21272,45.86
Sensor_61445,26.28
Sensor_15973,31.23
Sensor_14496,84.11
Sensor_05399,50.06
Sensor_24664,79.05
Sensor_28854,64.96
Sensor_48076,77.52
Sensor_25964,16.91
Sensor_26379,32.94
Sensor_12023,77.83
Sensor_89691,45.41
Sensor_07404,66.9
Sensor_02084,54.0
Sensor_22531,18.62
Sensor_17293,28.43
Sensor_78262,45.09
Sensor_60085,84.62
Sensor_38680,36.43
Sensor_58362,34.3
Sensor_71879,13.18
Sensor_25721,82.4
Sensor_52167,50.16
Sensor_25814,69.76
Sensor_03938,72.81
Sensor_25925,19.15
Sensor_39127,25.92
Sensor_02141,50.93
Sensor_41380,68.69
Sensor_23169,89.63
Sensor_40960,48.98
Sensor_36133,58.78
Sensor_23354,47.25
Sensor_33160,42.96
Sensor_10629,81.41
Sensor_21200,87.31
Sensor_40226,87.77
Sensor_89738,66.28
Sensor_14437,30.62
Sensor_56248,43.44
Sensor_53526,22.33
Sensor_22980,89.47
Sensor_58186,47.11
Sensor_67041,38.11
Sensor_85315,29.09
Sensor_89369,42.79
Sensor_55197,67.11
Sensor_01187,39.93
Sensor_64944,24.44
Sensor_25951,83.34
Sensor_88007,16.91
Sensor_49936,36.74
Sensor_41474,78.55
Sensor_54102,64.53
Sensor_28077,64.73
Sensor_69554,61.72
Sensor_17053,66.68
Sensor_30816,69.02
Sensor_10366,37.19
Sensor_83873,37.14
Sensor_00050,31.76
Sensor_30201,81.25
Sensor_30588,59.67
Sensor_89466,18.47
Sensor_65195,43.68
Sensor_38003,39.88
Sensor_66461,26.8
Sensor_27077,78.17
Sensor_78554,10.94
Sensor_30174,50.29
Sensor_47751,41.61
Sensor_57233,66.62
Sensor_55106,21.5
Sensor_79456,78.37
Sensor_80579,61.43
Sensor_11672,74.44
Sensor_66533,83.22
Sensor_04926,51.35
Sensor_11183,68.92
Sensor_13081,40.71
Sensor_04170,78.17
Sensor_07934,16.96
Sensor_62667,18.57
Sensor_23202,11.85
Sensor_24876,28.23
Sensor_01811,24.01
Sensor_40840,37.86
Sensor_77996,68.74
Sensor_42745,33.5
Sensor_24779,17.32
Sensor_65758,20.01
Sensor_17587,20.4
Sensor_63878,64.1
Sensor_82314,41.43
Sensor_58591,12.6
Sensor_03064,68.61
Sensor_21515,18.87
Sensor_83858,15.18
Sensor_48661,12.17
Sensor_06870,32.52
Sensor_52724,38.33
Sensor_23828,81.89
Sensor_57738,36.11
Sensor_32489,71.13
Sensor_15489,67.88
Sensor_48907,69.41
Sensor_33794,67.06
Sensor_74115,18.59
Sensor_33260,86.12
Sensor_37986,67.61
Sensor_77675,37.35
Sensor_79974,11.51
Sensor_75626,24.52
Sensor_49856,41.1
Sensor_43932,57.41
Sensor_52883,55.33
Sensor_46458,85.1
Sensor_78879,49.32
Sensor_64207,81.85
Sensor_84167,14.17
Sensor_10972,83.02
Sensor_26023,63.35
Sensor_66426,83.12
Sensor_38883,80.64
Sensor_17697,65.65
Sensor_42088,39.16
Sensor_67079,46.4
Sensor_79182,26.02
Sensor_46639,77.68
Sensor_69527,52.46
Sensor_86652,66.75
Sensor_55661,65.23
Sensor_25457,14.89
Sensor_46150,77.2
Sensor_58241,75.42
Sensor_77771,76.02
Sensor_07110,68.64
Sensor_06990,49.77
Sensor_43287,63.19
Sensor_49085,42.11
Sensor_76872,71.88
Sensor_31952,57.77
Sensor_35959,60.65
Sensor_53111,66.79
Sensor_61951,81.07
Sensor_85232,55.49
Sensor_20308,37.85
Sensor_69508,84.93
Sensor_07532,52.16
Sensor_66999,43.89
Sensor_44549,22.39
Sensor_09965,28.33
Sensor_39896,15.75
Sensor_82609,62.64
Sensor_16988,13.95
Sensor_75388,33.37
Sensor_35182,50.16
Sensor_14972,54.93
Sensor_22114,22.99
Sensor_80654,59.77
Sensor_69354,87.43
Sensor_85872,82.22
Sensor_47605,48.19
Sensor_45690,57.6
Sensor_09553,34.9
Sensor_42755,45.32
Sensor_51676,39.64
Sensor_30765,35.44
Sensor_73972,66.69
Sensor_63756,86.15
Sensor_27129,88.22
Sensor_29135,61.3
Sensor_75602,13.77
Sensor_20578,81.99
Sensor_68278,48.61
Sensor_55154,24.19
Sensor_22916,20.9
Sensor_58766,77.33
Sensor_30426,73.65
Sensor_65000,15.32
Sensor_36869,77.13
Sensor_30454,63.2
Sensor_27769,87.26
Sensor_12016,49.71
Sensor_48739,30.66
Sensor_71144,15.12
Sensor_56625,15.73
Sensor_42321,50.21
Sensor_16064,71.04
Sensor_19029,89.09
Sensor_27391,63.34
Sensor_44912,78.46
Sensor_31023,19.38
Sensor_00301,19.69
Sensor_45401,29.73
Sensor_58274,24.4
Sensor_87652,87.78
Sensor_68541,10.06
Sensor_45545,81.96
Sensor_25061,41.51
Sensor_61845,48.06
Sensor_60620,11.69
Sensor_36551,62.91
Sensor_36737,85.47
Sensor_04121,85.75
Sensor_36140,11.0
Sensor_14704,62.37
Sensor_05315,11.89
Sensor_72103,45.49
Sensor_40989,76.59
Sensor_84294,33.77
Sensor_65028,20.69
Sensor_37724,84.44
Sensor_55215,15.82
Sensor_79333,13.84
Sensor_57757,39.24
Sensor_22155,61.51
Sensor_66447,58.26
Sensor_53088,25.36
Sensor_28216,73.6
Sensor_40977,26.64
Sensor_86267,51.46
Sensor_65777,77.34
Sensor_10555,84.45
Sensor_48268,61.17
Sensor_54860,32.63
Sensor_43443,46.86
Sensor_03862,81.62
Sensor_15221,66.17
Sensor_72095,27.32
Sensor_63928,58.67
Sensor_52439,27.32
Sensor_75933,88.53
Sensor_27707,77.92
Sensor_61498,17.92
Sensor_23563,71.28
Sensor_72296,63.94
Sensor_55129,10.9
Sensor_83683,63.94
Sensor_50714,43.02
Sensor_06324,41.22
Sensor_40258,33.19
Sensor_19558,54.18
Sensor_51334,33.0
Sensor_63939,37.09
Sensor_54744,58.77
Sensor_74607,57.9
Sensor_66459,63.87
Sensor_72483,61.11
Sensor_88062,10.92
Sensor_45568,17.62
Sensor_37605,37.89
Sensor_02737,63.65
Sensor_89644,19.47
Sensor_57879,22.93
Sensor_43705,87.34
Sensor_86086,33.95
Sensor_76242,61.4
Sensor_27700,30.78
Sensor_66360,19.96
Sensor_13648,48.65
Sensor_69830,86.59
Sensor_04985,37.5
Sensor_03627,41.64
Sensor_76142,46.76
Sensor_04152,72.15
Sensor_20820,15.17
Sensor_63714,69.69
Sensor_16238,32.94
Sensor_72075,81.03
Sensor_86932,46.56
Sensor_65581,79.35
Sensor_61107,80.36
Sensor_77191,22.17
Sensor_25367,58.66
Sensor_39154,80.06
Sensor_70717,40.67
Sensor_10436,27.52
Sensor_30900,79.83
Sensor_76023,10.89
Sensor_10553,44.07
Sensor_38788,72.48
Sensor_39709,13.41
Sensor_63119,82.23
Sensor_65342,61.07
Sensor_76968,89.03
Sensor_30974,53.7
Sensor_00985,39.07
Sensor_05174,42.82
Sensor_71288,55.63
Sensor_17682,88.74
Sensor_24775,43.44
Sensor_74084,29.13
Sensor_27721,83.35
Sensor_83932,82.25
Sensor_01373,46.23
Sensor_10226,54.14
Sensor_29463,85.19
Sensor_70712,85.04
Sensor_24946,32.61
Sensor_76977,51.27
Sensor_25335,18.09
Sensor_55862,33.24
Sensor_60553,54.24
Sensor_31675,82.79
Sensor_16442,24.56
Sensor_34707,10.9
Sensor_38862,73.17
Sensor_51902,29.57
Sensor_76245,40.47
Sensor_41792,62.6
Sensor_67564,74.88
Sensor_61757,14.93
Sensor_66542,44.57
Sensor_21588,39.4
Sensor_17393,88.55
Sensor_07339,72.47
Sensor_04536,59.79
Sensor_00154,51.84
Sensor_05251,89.59
Sensor_55792,30.66
Sensor_14477,78.87
Sensor_68160,31.64
Sensor_75834,70.24
Sensor_16530,16.25
Sensor_11904,58.71
Sensor_08839,63.3
Sensor_27134,51.63
Sensor_86396,75.16
Sensor_25681,21.32
Sensor_03892,45.19
Sensor_66524,68.66
Sensor_76159,75.36
Sensor_75483,63.95
Sensor_34762,85.22
Sensor_36861,38.27
Sensor_84167,74.92
Sensor_03539,73.23
Sensor_18730,81.41
Sensor_08491,26.79
Sensor_30581,58.97
Sensor_83207,34.17
Sensor_39708,64.01
Sensor_87231,56.14
Sensor_05095,22.97
Sensor_57033,42.44
Sensor_17082,75.55
Sensor_55555,30.43
Sensor_01870,19.84
Sensor_40969,79.47
Sensor_28343,86.43
Sensor_55986,18.35
Sensor_35541,35.2
Sensor_51809,16.02
Sensor_68068,37.16
Sensor_64779,21.23
Sensor_54702,50.74
Sensor_11144,17.15
Sensor_84904,54.91
Sensor_33868,17.64
Sensor_09375,73.08
Sensor_52582,68.23
Sensor_79674,81.69
Sensor_61154,27.07
Sensor_44071,52.26
Sensor_75049,89.77
Sensor_81622,75.78
Sensor_05679,49.41
Sensor_41110,66.72
Sensor_62804,73.86
Sensor_41322,46.22
Sensor_04775,39.95
Sensor_82959,13.29
Sensor_53233,67.29
Sensor_44836,89.32
Sensor_45669,27.51
Sensor_21945,27.26
Sensor_56266,21.97
Sensor_57722,80.69
Sensor_20083,78.05
Sensor_44703,51.75
Sensor_30443,45.99
Sensor_53470,24.17
Sensor_39339,72.7
Sensor_32688,14.88
Sensor_40091,25.67
Sensor_86011,48.29
Sensor_78949,30.4
Sensor_40842,53.96
Sensor_84129,79.08
Sensor_68083,85.31
Sensor_88897,51.41
Sensor_73932,63.06
Sensor_30545,25.48
Sensor_06088,28.28
Sensor_63005,17.09
Sensor_23089,71.69
Sensor_79364,29.69
Sensor_53967,64.21
Sensor_67314,38.93
Sensor_27844,81.02
Sensor_86412,13.25
Sensor_58774,43.85
Sensor_20903,24.16
Sensor_65930,21.14
Sensor_05913,82.08
Sensor_72914,82.48
Sensor_56681,48.13
Sensor_51757,22.36
Sensor_15229,74.85
Sensor_34895,62.91
Sensor_58810,56.32
Sensor_03218,72.04
Sensor_25433,82.94
Sensor_33238,78.29
Sensor_75562,76.74
Sensor_48270,39.25
Sensor_57587,26.01
Sensor_22572,60.95
Sensor_19751,89.44
Sensor_80531,21.39
Sensor_62191,34.99
Sensor_09304,78.96
Sensor_42172,67.25
Sensor_00843,81.26
Sensor_57133,52.73
Sensor_60910,87.51
Sensor_40183,81.73
Sensor_67618,14.65
Sensor_24535,81.57
Sensor_63126,45.83
Sensor_42650,80.21
Sensor_75424,19.14
Sensor_68501,79.58
Sensor_72353,62.59
Sensor_77881,62.65
Sensor_89991,59.02
Sensor_88415,75.77
Sensor_63446,52.33
Sensor_49439,75.51
Sensor_06674,32.31
Sensor_40238,21.79
Sensor_15758,16.64
Sensor_52738,87.79
Sensor_05740,48.45
Sensor_53465,55.23
Sensor_37868,28.58
Sensor_29273,57.35
Sensor_75895,51.63
Sensor_38090,80.72
Sensor_61587,56.1
Sensor_14763,41.16
Sensor_72922,35.95
Sensor_72235,34.12
Sensor_18494,79.63
Sensor_78982,42.33
Sensor_28345,41.02
Sensor_62272,74.28
Sensor_20109,69.11
Sensor_25224,87.66
Sensor_00691,57.08
Sensor_63612,84.28
Sensor_45922,21.76
Sensor_28211,68.96
Sensor_41480,39.34
Sensor_07644,72.96
Sensor_09167,81.23
Sensor_60424,37.91
Sensor_01690,14.0
Sensor_41800,84.43
Sensor_80182,17.83
Sensor_49808,34.81
Sensor_45198,27.59
Sensor_40167,82.27
Sensor_18765,58.03
Sensor_19423,83.64
Sensor_57618,66.39
Sensor_39482,10.36
Sensor_73717,60.83
Sensor_20908,39.87
Sensor_54804,68.72
Sensor_85582,29.56
Sensor_18110,10.5
Sensor_59924,70.34
Sensor_09077,54.8
Sensor_44148,49.32
Sensor_76471,85.93
Sensor_15058,70.54
Sensor_74133,59.12
Sensor_70362,86.32
Sensor_73718,39.56
Sensor_86345,54.35
Sensor_29901,10.69
Sensor_73593,15.79
Sensor_42640,26.33
Sensor_57614,59.6
Sensor_73228,12.56
Sensor_72537,16.78
Sensor_69280,73.18
Sensor_17520,49.64
Sensor_03747,42.46
Sensor_47547,50.47
Sensor_16111,52.34
Sensor_24656,73.15
Sensor_32849,66.71
Sensor_38445,38.28
Sensor_20523,87.34
Sensor_01322,73.59
Sensor_15292,41.9
Sensor_67332,27.29
Sensor_30934,49.35
Sensor_10553,57.17
Sensor_52557,25.69
Sensor_46837,10.1
Sensor_08843,70.35
Sensor_85282,35.77
Sensor_70367,78.29
Sensor_71480,61.19
Sensor_39432,39.48
Sensor_52412,67.78
Sensor_87446,39.12
Sensor_25751,38.35
Sensor_66595,55.34
Sensor_40901,22.23
Sensor_24100,27.27
Sensor_08048,83.96
Sensor_29795,11.54
Sensor_06681,51.55
Sensor_57593,73.65
Sensor_84602,46.79
Sensor_43283,81.93
Sensor_68572,77.08
Sensor_25113,70.42
Sensor_49612,66.35
Sensor_38933,74.54
Sensor_47226,41.8
Sensor_10085,40.78
Sensor_20053,69.92
Sensor_38966,11.42
Sensor_64063,28.16
Sensor_13632,22.04
Sensor_21314,82.67
Sensor_63355,73.85
Sensor_81008,73.73
Sensor_33223,31.01
Sensor_26600,27.4
Sensor_67986,43.74
Sensor_46693,82.95
Sensor_32689,76.24
Sensor_80081,33.02
Sensor_84893,61.37
Sensor_26148,66.63
Sensor_49982,11.19
Sensor_27423,18.8
Sensor_71653,67.76
Sensor_33387,68.7
Sensor_51285,61.72
Sensor_60103,17.15
Sensor_20734,17.12
Sensor_67769,37.85
Sensor_22886,14.82
Sensor_13465,23.8
Sensor_87123,64.47
Sensor_09267,85.66
Sensor_77511,83.54
Sensor_12080,81.0
Sensor_22377,88.62
Sensor_78081,54.46
Sensor_22641,31.89
Sensor_16817,22.7
Sensor_20704,36.78
Sensor_53588,13.77
Sensor_62902,69.19
Sensor_45315,45.11
Sensor_68343,12.08
Sensor_18313,40.61
Sensor_23569,72.6
Sensor_55507,56.7
Sensor_64271,51.31
Sensor_31142,33.73
Sensor_23384,17.9
Sensor_58644,82.46
Sensor_62694,28.61
Sensor_67124,89.04
Sensor_47338,83.53
Sensor_29527,54.29
Sensor_60248,81.07
Sensor_13063,35.69
Sensor_09144,25.32
Sensor_63937,58.93
Sensor_13937,31.33
Sensor_87389,38.31
Sensor_62483,45.21
Sensor_23198,46.81
Sensor_86791,37.53
Sensor_54345,28.19
Sensor_89061,14.48
Sensor_76771,56.28
Sensor_50151,61.39
Sensor_21497,81.15
Sensor_42052,66.98
Sensor_66037,72.16
Sensor_79985,76.8
Sensor_46090,73.96
Sensor_53994,22.26
Sensor_61046,89.35
Sensor_29669,38.21
Sensor_86058,88.51
Sensor_70969,14.37
Sensor_64200,14.0
Sensor_37004,42.13
Sensor_76699,44.2
Sensor_81620,47.97
Sensor_19238,72.92
Sensor_11590,68.5
Sensor_63618,13.29
Sensor_73032,24.45
Sensor_30564,35.73
Sensor_05466,19.96
Sensor_72932,74.9
Sensor_05347,26.93
Sensor_55816,20.17
Sensor_63244,22.98
Sensor_58473,68.74
Sensor_01187,30.28
Sensor_87436,47.53
Sensor_01018,64.46
Sensor_24813,83.37
Sensor_17413,41.89
Sensor_45078,35.41
Sensor_11427,16.75
Sensor_19396,27.51
Sensor_38154,53.4
Sensor_52967,80.58
Sensor_77580,30.3
Sensor_78860,75.21
Sensor_72188,30.08
Sensor_69952,55.93
Sensor_09590,57.05
Sensor_37178,72.58
Sensor_04882,13.5
Sensor_61407,52.48
Sensor_75277,20.07
Sensor_27003,12.35
Sensor_71981,54.39
Sensor_41369,45.85
Sensor_31022,54.23
Sensor_55162,32.86
Sensor_40312,84.03
Sensor_08490,11.17
Sensor_41612,21.76
Sensor_44368,65.92
Sensor_18797,51.09
Sensor_04712,57.61
Sensor_72828,66.9
Sensor_53348,74.91
Sensor_51660,12.33
Sensor_34656,31.61
Sensor_53106,66.35
Sensor_07713,63.3
Sensor_65592,73.31
Sensor_16120,26.52
Sensor_06626,26.92
Sensor_83851,60.03
Sensor_20057,25.38
Sensor_00937,52.96
Sensor_84296,25.36
Sensor_74130,89.13
Sensor_38079,14.09
Sensor_48649,30.68
Sensor_53307,39.95
Sensor_68550,49.1
Sensor_21956,26.2
Sensor_38925,21.06
Sensor_05766,49.5
Sensor_83359,82.7
Sensor_56769,86.54
Sensor_59286,34.84
Sensor_56756,79.56
Sensor_31772,73.74
Sensor_53832,23.01
Sensor_18048,23.21
Sensor_59199,42.55
Sensor_49977,27.04
Sensor_25911,89.57
Sensor_12571,24.71
Sensor_47983,44.9
Sensor_04549,87.5
Sensor_09148,18.72
Sensor_12158,34.51
Sensor_39245,58.94
Sensor_37619,69.57
Sensor_01633,12.93
Sensor_71352,88.0
Sensor_73613,36.59
Sensor_17409,64.32
Sensor_70991,37.47
Sensor_50849,70.65
Sensor_33972,18.66
Sensor_27052,48.38
Sensor_80951,17.05
Sensor_10703,80.11
Sensor_08143,78.8
Sensor_11031,22.28
Sensor_16876,39.79
Sensor_23878,50.71
Sensor_40338,65.27
Sensor_00583,17.25
Sensor_31531,54.41
Sensor_07839,74.39
Sensor_17837,69.05
Sensor_08232,74.32
Sensor_60840,26.56
Sensor_82680,62.42
Sensor_24893,88.93
Sensor_81763,13.21
Sensor_30642,50.77
Sensor_75372,63.77
Sensor_14638,36.4
Sensor_89676,30.57
Sensor_12936,27.54
Sensor_00492,61.39
Sensor_02717,77.79
Sensor_46397,32.08
Sensor_37643,23.67
Sensor_34232,41.25
Sensor_02981,61.32
Sensor_80335,57.02
Sensor_53451,41.91
Sensor_87280,76.84
Sensor_53659,29.85
Sensor_60665,63.3
Sensor_22643,22.11
Sensor_73726,72.11
Sensor_10041,79.98
Sensor_09773,25.1
Sensor_78942,39.31
Sensor_29335,72.91
Sensor_08149,15.87
Sensor_70522,29.67
Sensor_50683,20.01
Sensor_34478,11.6
Sensor_82558,74.74
Sensor_73557,24.4
Sensor_73926,23.38
Sensor_29673,46.73
Sensor_75083,43.06
Sensor_41068,37.82
Sensor_89428,52.37
Sensor_76425,18.74
Sensor_34418,59.25
Sensor_51761,67.79
Sensor_19233,69.42
Sensor_76374,65.5
Sensor_82972,70.3
Sensor_15066,44.15
Sensor_45932,72.99
Sensor_72761,82.17
Sensor_77281,18.75
Sensor_53230,16.66
Sensor_74726,34.51
Sensor_38963,14.56
Sensor_39530,12.3
Sensor_10348,41.89
Sensor_63867,59.96
Sensor_33515,45.4
Sensor_28047,78.4
Sensor_61201,40.11
Sensor_17389,87.78
Sensor_60607,88.76
Sensor_45923,68.39
Sensor_42672,14.45
Sensor_46037,11.29
Sensor_09320,44.8
Sensor_52443,83.18
Sensor_52352,27.5
Sensor_83790,55.22
Sensor_57859,79.77
Sensor_26569,68.55
Sensor_44403,77.55
Sensor_24453,48.28
Sensor_50041,34.22
Sensor_55373,71.56
Sensor_42016,47.02
Sensor_14713,76.25
Sensor_60214,41.38
Sensor_64933,54.34
Sensor_60869,64.26
Sensor_84650,11.23
Sensor_49031,75.78
Sensor_40178,21.59
Sensor_39057,59.8
Sensor_17004,55.91
Sensor_28314,83.72
Sensor_57514,63.06
Sensor_86946,56.6
Sensor_60173,62.46
Sensor_61714,83.82
Sensor_35486,25.23
Sensor_47034,68.38
Sensor_09272,63.11
Sensor_88754,28.26
Sensor_12885,63.61
Sensor_46099,16.18
Sensor_74358,38.05
Sensor_16112,60.99
Sensor_42685,39.4
Sensor_48384,70.89
Sensor_29194,17.14
Sensor_69393,75.32
Sensor_13321,54.48
Sensor_28797,54.58
Sensor_48353,73.84
Sensor_00074,86.44
Sensor_75464,10.44
Sensor_31043,27.8
Sensor_29060,80.4
Sensor_27073,39.73
Sensor_24335,44.8
Sensor_19916,58.09
Sensor_08749,68.17
Sensor_65262,10.28
Sensor_77292,15.27
Sensor_18568,21.96
Sensor_54873,72.26
Sensor_08312,89.66
Sensor_72148,84.97
Sensor_02325,20.28
Sensor_76041,30.46
Sensor_08720,50.32
Sensor_70673,52.58
Sensor_02881,69.66
Sensor_73687,23.92
Sensor_21206,61.59
Sensor_87388,10.94
Sensor_43504,66.84
Sensor_43462,13.09
Sensor_62207,54.86
Sensor_66403,30.87
Sensor_76008,38.41
Sensor_76674,59.35
Sensor_69283,62.12
Sensor_62468,30.77
Sensor_33483,74.51
Sensor_72721,26.04
Sensor_68185,52.16
Sensor_72079,26.24
Sensor_38854,89.01
Sensor_17131,22.07
Sensor_60019,59.15
Sensor_84280,16.08
Sensor_76964,38.86
Sensor_13205,56.52
Sensor_38351,52.37
Sensor_21652,70.19
Sensor_73911,57.88
Sensor_12729,52.2
Sensor_64174,88.4
Sensor_82950,29.03
Sensor_86631,69.25
Sensor_12188,42.67
Sensor_05796,17.12
Sensor_47364,60.84
Sensor_05296,42.12
Sensor_74077,19.29
Sensor_21243,75.49
Sensor_58244,44.47
Sensor_67659,24.95
Sensor_80864,52.98
Sensor_00544,15.67
Sensor_66083,17.65
Sensor_51505,17.04
Sensor_72665,39.24
Sensor_59703,50.29
Sensor_61164,63.96
Sensor_63721,20.18
Sensor_51898,52.05
Sensor_39451,75.49
Sensor_23664,38.11
Sensor_17897,17.7
Sensor_81201,47.15
Sensor_37310,84.94
Sensor_86888,15.53
Sensor_31584,85.92
Sensor_57864,65.34
Sensor_47807,45.05
Sensor_01004,71.69
Sensor_73112,29.81
Sensor_27470,81.12
Sensor_10623,33.84
Sensor_08770,78.93
Sensor_29977,33.42
Sensor_55691,77.78
Sensor_50857,18.92
Sensor_82970,30.62
Sensor_87232,32.83
Sensor_49912,12.48
Sensor_19901,88.85
Sensor_89219,13.28
Sensor_00030,44.5
Sensor_20618,27.01
Sensor_22411,13.31
Sensor_82028,49.33
Sensor_39286,69.32
Sensor_25938,48.07
Sensor_74622,25.43
Sensor_57991,71.86
Sensor_83828,43.53
Sensor_86744,28.36
Sensor_39165,66.3
Sensor_24140,78.36
Sensor_06030,79.69
Sensor_89817,27.88
Sensor_35869,60.24
Sensor_75449,73.63
Sensor_40934,56.42
Sensor_57962,27.56
Sensor_83701,12.77
Sensor_82177,86.75
Sensor_77118,78.34
Sensor_83508,12.63
Sensor_54423,63.48
Sensor_66258,88.74
Sensor_65829,47.02
Sensor_39399,23.91
Sensor_62945,80.82
Sensor_19984,62.8
Sensor_40775,59.83
Sensor_25154,55.1
Sensor_70451,78.83
Sensor_68315,75.74
Sensor_73649,30.1
Sensor_51698,50.44
Sensor_54941,62.31
Sensor_06114,49.66
Sensor_33866,34.42
Sensor_75814,65.93
Sensor_84561,22.58
Sensor_31905,58.57
Sensor_72523,33.73
Sensor_66104,52.03
Sensor_08395,85.58
Sensor_36645,25.45
Sensor_24595,21.84
Sensor_38509,23.63
Sensor_54528,46.86
Sensor_08368,15.22
Sensor_30052,19.34
Sensor_75905,80.31
Sensor_49384,28.33
Sensor_13796,49.67
Sensor_48977,22.4
Sensor_11258,32.36
Sensor_20327,40.02
Sensor_44863,47.13
Sensor_41447,18.15
Sensor_89017,18.71
Sensor_12884,39.36
Sensor_74395,87.01
Sensor_05053,32.63
Sensor_07582,74.98
Sensor_25085,49.79
Sensor_78069,88.66
Sensor_07113,68.62
Sensor_66432,36.68
Sensor_11183,67.0
Sensor_26348,35.27
Sensor_71906,12.89
Sensor_51769,58.99
Sensor_73284,68.6
Sensor_30278,30.77
Sensor_31279,55.48
Sensor_46695,89.17
Sensor_67213,34.12
Sensor_88443,45.82
Sensor_11524,86.28
Sensor_23927,38.29
Sensor_55042,64.74
Sensor_47687,14.65
Sensor_17428,13.48
Sensor_45404,17.87
Sensor_58030,63.4
Sensor_29819,16.52
Sensor_75714,64.86
Sensor_30445,67.57
Sensor_75645,30.55
Sensor_10290,80.08
Sensor_30314,87.82
Sensor_73477,22.88
Sensor_38343,47.4
Sensor_72464,48.52
Sensor_08799,21.0
Sensor_02707,76.03
Sensor_38541,24.52
Sensor_33663,32.23
Sensor_66313,65.57
Sensor_29932,87.65
Sensor_64392,29.4
Sensor_84625,21.23
Sensor_23833,66.84
Sensor_12280,18.84
Sensor_72242,59.32
Sensor_41017,79.83
Sensor_09691,81.07
Sensor_47208,35.23
Sensor_75636,14.02
Sensor_19559,79.45
Sensor_39125,14.88
Sensor_75801,11.19
Sensor_26641,70.85
Sensor_46588,29.69
Sensor_14358,86.12
Sensor_06384,58.02
Sensor_88331,39.93
Sensor_58532,78.1
Sensor_16931,27.02
Sensor_88495,57.14
Sensor_04658,37.58
Sensor_22258,76.84
Sensor_20737,12.37
Sensor_00856,34.27
Sensor_57613,11.81
Sensor_83915,26.08
Sensor_84650,22.2
Sensor_62287,55.86
Sensor_38461,80.27
Sensor_40711,19.33
Sensor_00624,52.71
Sensor_59357,27.95
Sensor_35537,43.25
Sensor_89343,80.09
Sensor_72072,42.38
Sensor_28312,76.77
Sensor_02744,55.8
Sensor_86070,73.03
Sensor_77389,60.55
Sensor_11812,48.51
Sensor_52675,18.01
Sensor_63343,73.97
Sensor_20737,10.24
Sensor_36504,85.42
Sensor_39151,16.83
Sensor_25320,47.45
Sensor_31035,76.61
Sensor_17552,37.93
Sensor_06728,29.44
Sensor_60283,87.03
Sensor_45409,57.05
Sensor_26467,86.01
Sensor_20706,23.04
Sensor_06945,27.43
Sensor_47830,29.0
Sensor_42280,11.66
Sensor_48527,55.53
Sensor_89800,68.92
Sensor_35374,86.51
Sensor_34841,12.93
Sensor_51730,83.07
Sensor_18851,37.32
Sensor_82382,60.06
Sensor_32994,60.25
Sensor_76481,89.43
Sensor_66602,64.53
Sensor_54633,82.33
Sensor_21029,62.08
Sensor_11963,26.36
Sensor_00237,25.53
Sensor_87194,29.15
Sensor_82053,60.19
Sensor_43353,52.11
Sensor_16426,36.32
Sensor_56237,54.04
Sensor_32764,36.08
Sensor_01417,59.4
Sensor_36662,41.47
Sensor_41008,36.22
Sensor_52778,39.61
Sensor_44301,19.72
Sensor_65776,67.12
Sensor_11234,40.4
Sensor_72229,61.09
Sensor_79736,85.41
Sensor_71903,46.94
Sensor_31613,87.42
Sensor_15502,39.32
Sensor_25776,46.99
Sensor_41342,42.83
Sensor_33307,89.32
Sensor_80964,10.59
Sensor_50789,88.45
Sensor_34357,16.22
Sensor_38397,45.4
Sensor_18753,88.09
Sensor_03427,27.47
Sensor_09617,55.87
Sensor_29127,83.4
Sensor_57056,37.99
Sensor_46907,70.14
Sensor_01040,61.95
Sensor_23825,55.97
Sensor_32581,33.68
Sensor_86062,65.16
Sensor_53195,65.95
Sensor_80000,17.04
Sensor_39890,15.25
Sensor_50232,64.47
Sensor_19235,69.36
Sensor_34692,89.9
Sensor_30421,54.44
Sensor_51341,25.42
Sensor_07597,39.82
Sensor_42157,77.05
Sensor_05060,56.12
Sensor_24064,30.79
Sensor_55264,52.77
Sensor_82547,54.91
Sensor_33219,58.1
Sensor_74150,54.97
Sensor_54927,85.43
Sensor_25041,37.16
Sensor_51243,77.95
Sensor_18487,82.32
Sensor_02106,69.17
Sensor_51924,31.43
Sensor_32442,89.62
Sensor_59107,17.99
Sensor_36019,74.77
Sensor_72898,78.72
Sensor_41950,14.78
Sensor_37462,46.79
Sensor_45613,54.11
Sensor_71681,49.01
Sensor_30587,51.17
Sensor_07512,61.18
Sensor_51487,47.58
Sensor_84184,82.67
Sensor_45513,86.09
Sensor_62268,77.9
Sensor_69410,28.9
Sensor_86701,15.86
Sensor_84634,31.19
Sensor_57091,27.4
Sensor_46641,47.47
Sensor_58646,53.61
Sensor_29760,36.37
